channel,rmse
eXX_S1,36.874554696202736
eXX_S2,3.3020054753450565
eXX_S3,3.5633058163658795
eXX_S4,48.28317742969261
eYY_S1,2.6971481291145905
eYY_S2,33.423808817316285
eYY_S3,20.966356694289388
eYY_S4,45.710276639791665
eXY_S1,4.758491045123404
eXY_S2,12.813509047854804
eXY_S3,16.32212969487359
eXY_S4,0.8337458930730666
eZZ_S1,7.6837580855954295
eZZ_S2,4.423681720271668
eZZ_S3,15.913763235005922
eZZ_S4,192.52951981512632
