time_s,strain_1,strain_2,strain_3,strain_4,strain_5,strain_6,strain_7,strain_8,strain_9,strain_10,strain_11,strain_12,strain_13,strain_14,strain_15,strain_16
481257.14285714284,-58.75534300777989,68.4882569593541,67.57057162023165,212.91548882016525,68.73378057479431,-23.3703456828478,-9.123497597560142,186.2331018017499,8.396164088490313,-48.756181886197325,54.25884639762784,-7.914359323516382,-8.420027834841719,-35.463925236554516,-47.32665517732675,-331.8070848512899
484928.5714285714,-58.65908073380063,68.438371928244,67.54520132067425,212.64275634656244,68.6761713775742,-23.31409835111062,-9.019039485882523,185.96276289044442,8.412281435896118,-48.689910291903495,54.19983403701676,-7.907862147302716,-8.452282608137011,-35.475057649783075,-47.39639588096171,-331.3687171764461
488600.0,-58.56281845982148,68.38848689713387,67.51983102111703,212.3700238729597,68.61856218035406,-23.257851019373522,-8.914581374204982,185.69242397913897,8.428398783301695,-48.62363869760953,54.14082167640549,-7.901364971089018,-8.484537381415047,-35.48619006301418,-47.466136584573064,-330.9303495016429
492271.4285714286,-58.46655618584212,68.3386018660238,67.49446072155979,212.0972913993569,68.56095298313394,-23.201603687636315,-8.810123262527307,185.4220850678335,8.444516130707367,-48.557367103315734,54.08180931579419,-7.894867794875345,-8.516792154703563,-35.49732247624019,-47.53587728819035,-330.4919818268415
495942.85714285716,-58.37029391186311,68.28871683491367,67.46909042200262,211.82455892575408,68.50334378591384,-23.14535635589911,-8.705665150850004,185.15174615652802,8.460633478113058,-48.491095509021875,54.022796955183,-7.888370618661653,-8.549046927991391,-35.50845488946113,-47.60561799181938,-330.05361415204
499614.2857142857,-58.274031637884,68.23883180380352,67.44372012244527,211.55182645215137,68.44573458869372,-23.08910902416196,-8.601207039172278,184.88140724522253,8.476750825518732,-48.42482391472787,53.963784594571685,-7.881873442447991,-8.581301701276573,-35.519587302693076,-47.67535869543571,-329.61524647720125
503285.7142857143,-58.17772980559963,68.1868573068485,67.41224785197684,211.27676803449694,68.38804606265371,-23.031888399470883,-8.50903226198472,184.61778271805954,8.487136912108383,-48.35939499723664,53.901536095189506,-7.873822872157556,-8.613390783922837,-35.529088453642444,-47.72941160727821,-329.17555778061995
506957.14285714284,-58.08140044120382,68.13342856640574,67.37652868200503,211.0000907873232,68.33030232469444,-22.973990374408146,-8.425406540160337,184.3588313227575,8.493534109031348,-48.29455257282235,53.83703528154051,-7.86469115798286,-8.645364547848397,-35.537454265367415,-47.77254600178315,-328.7349496685398
510628.5714285714,-57.98507107680809,68.07999982596301,67.34080951203332,210.7234135401494,68.27255858673509,-22.91609234934525,-8.341780818334868,184.09987992745545,8.499931305954354,-48.22971014840803,53.77253446789157,-7.855559443808167,-8.677338311781156,-35.54582007709239,-47.81568039629539,-328.2943415564613
514300.0,-57.88874171241204,68.02657108552033,67.30509034206166,210.4467362929756,68.21481484877577,-22.85819432428264,-8.258155096510352,183.8409285321533,8.506328502877315,-48.16486772399372,53.708033654242485,-7.846427729633483,-8.70931207570968,-35.55418588881567,-47.8588147908071,-327.8537334443828
517971.4285714286,-57.792412348016235,67.97314234507755,67.2693711720898,210.17005904580182,68.15707111081647,-22.800296299219795,-8.17452937468573,183.58197713685124,8.512725699800447,-48.10002529957941,53.64353284059357,-7.837296015458772,-8.741285839641593,-35.56255170054148,-47.90194918530251,-327.4131253322805
521642.85714285716,-57.6960829836203,67.91971360463488,67.23365200211813,209.89338179862804,68.09932737285713,-22.742398274157004,-8.090903652860897,183.32302574154917,8.519122896723509,-48.03518287516511,53.57903202694447,-7.828164301284086,-8.773259603567151,-35.570917512254596,-47.94508357980745,-326.97251722017495
525314.2857142857,-57.59975361922427,67.86628486419217,67.19793283214635,209.6167045514543,68.0415836348978,-22.68450024909416,-8.00727793103609,183.06407434624705,8.525520093646499,-47.97034045075079,53.514531213295434,-7.819032587109392,-8.805233367509176,-35.57928332398041,-47.98821797431207,-326.5319091081015
528985.7142857143,-57.50342425482842,67.81285612374947,67.16221366217462,209.34002730428054,67.9838398969385,-22.62660222403134,-7.923652209211176,182.80512295094502,8.531917290569462,-47.90549802633644,53.450030399646394,-7.809900872934672,-8.837207131428013,-35.58764913570623,-48.031352368816805,-326.0913009960247
532657.1428571428,-57.407094890432724,67.75942738330669,67.12649449220284,209.06335005710676,67.92609615897922,-22.568704198968444,-7.8400264873865275,182.54617155564293,8.538314487492638,-47.84065560192218,53.38552958599753,-7.800769158759985,-8.869180895363261,-35.59601494742273,-48.07448676332936,-325.6506928839123
536328.5714285714,-57.310765526036775,67.70599864286399,67.09077532223114,208.78667280993292,67.86835242101989,-22.51080617390573,-7.756400765561932,182.28722016034087,8.544711684415502,-47.775813177507786,53.321028772348505,-7.791637444585306,-8.901154659284638,-35.60438075914347,-48.11762115783399,-325.2100847718338
540000.0,-57.21443616164081,67.6525699024213,67.05505615225943,208.50999556275917,67.81060868306055,-22.45290814884299,-7.672775043736913,182.02826876503877,8.551108881338644,-47.71097075309353,53.25652795869938,-7.782505730410622,-8.93312842322412,-35.61274657087352,-48.16075555234485,-324.76947665976377
