a,b,c,pmax,alpha,E,nu,h,theta_deg,x0_prime,y0_prime,time
,,,,,,,,,,,0.0
0.003250817522248797,-0.0005499108494195023,-0.04516359046609648,0.0008460519553249197,0.002290996068596263,0.008259409434325942,0.0003216208579814126,0.04840786904425917,0.001522111842616013,-0.003457548688031169,0.006583994807388266,0.631578947368421
0.003250817522248797,-0.0005499108494195023,-0.04516359046609648,0.0008460519553249197,0.002290996068596263,0.008259409434325942,0.0003216208579814126,0.04840786904425917,0.001522111842616013,-0.003457548688031169,0.006583994807388266,1.263157894736842
0.0032508175222487985,-0.0005499108494194988,-0.0451635904660965,0.0008460519553249179,0.0022909960685962654,0.008259409434325946,0.0003216208579814125,0.04840786904425919,0.0015221118426160145,-0.0034575486880311745,0.006583994807388263,1.894736842105263
0.003250817522248797,-0.0005499108494195023,-0.04516359046609648,0.0008460519553249197,0.002290996068596263,0.008259409434325942,0.0003216208579814126,0.04840786904425917,0.001522111842616013,-0.003457548688031169,0.006583994807388266,2.526315789473684
0.0032508175222487916,-0.0005499108494195029,-0.04516359046609651,0.0008460519553249177,0.0022909960685962632,0.008259409434325933,0.00032162085798141134,0.04840786904425916,0.001522111842616005,-0.0034575486880311797,0.006583994807388254,3.1578947368421053
0.0032508175222487985,-0.0005499108494194988,-0.0451635904660965,0.0008460519553249179,0.0022909960685962654,0.008259409434325946,0.0003216208579814125,0.04840786904425919,0.0015221118426160145,-0.0034575486880311745,0.006583994807388263,3.789473684210526
0.003250817522248795,-0.0005499108494194969,-0.04516359046609652,0.0008460519553249102,0.0022909960685962606,0.008259409434325944,0.0003216208579814077,0.04840786904425919,0.001522111842616014,-0.0034575486880311793,0.006583994807388261,4.421052631578947
0.003250817522248797,-0.0005499108494195023,-0.04516359046609648,0.0008460519553249197,0.002290996068596263,0.008259409434325942,0.0003216208579814126,0.04840786904425917,0.001522111842616013,-0.003457548688031169,0.006583994807388266,5.052631578947368
0.003250817522248794,-0.000549910849419502,-0.04516359046609654,0.0008460519553249207,0.002290996068596265,0.008259409434325946,0.0003216208579814117,0.04840786904425921,0.0015221118426160093,-0.0034575486880311754,0.006583994807388267,5.684210526315789
0.0032508175222487916,-0.0005499108494195029,-0.04516359046609651,0.0008460519553249177,0.0022909960685962632,0.008259409434325933,0.00032162085798141134,0.04840786904425916,0.001522111842616005,-0.0034575486880311797,0.006583994807388254,6.315789473684211
0.003250817522248795,-0.0005499108494195025,-0.04516359046609651,0.0008460519553249212,0.0022909960685962654,0.008259409434325944,0.00032162085798141427,0.04840786904425918,0.0015221118426160148,-0.003457548688031181,0.006583994807388262,6.947368421052631
0.0032508175222487985,-0.0005499108494194988,-0.0451635904660965,0.0008460519553249179,0.0022909960685962654,0.008259409434325946,0.0003216208579814125,0.04840786904425919,0.0015221118426160145,-0.0034575486880311745,0.006583994807388263,7.578947368421052
0.0032508175222487933,-0.0005499108494194993,-0.045163590466096484,0.0008460519553249207,0.0022909960685962624,0.008259409434325937,0.0003216208579814098,0.04840786904425917,0.001522111842616008,-0.00345754868803117,0.006583994807388263,8.210526315789473
0.0032508175222487963,-0.0005499108494194998,-0.04516359046609651,0.0008460519553249237,0.002290996068596263,0.008259409434325949,0.00032162085798141383,0.04840786904425918,0.0015221118426160128,-0.003457548688031172,0.006583994807388264,8.842105263157894
0.0032508175222487924,-0.0005499108494195004,-0.045163590466096505,0.000846051955324919,0.0022909960685962684,0.008259409434325942,0.00032162085798141156,0.04840786904425919,0.0015221118426160067,-0.003457548688031178,0.0065839948073882605,9.473684210526315
0.003250817522248797,-0.0005499108494195056,-0.045163590466096484,0.0008460519553249165,0.002290996068596265,0.008259409434325946,0.0003216208579814075,0.048407869044259186,0.0015221118426160098,-0.0034575486880311836,0.006583994807388257,10.105263157894736
0.0032508175222487924,-0.0005499108494195106,-0.0451635904660965,0.0008460519553249087,0.0022909960685962585,0.008259409434325933,0.00032162085798140207,0.04840786904425917,0.001522111842616013,-0.003457548688031175,0.006583994807388259,10.736842105263158
0.0032508175222488,-0.0005499108494195037,-0.04516359046609651,0.0008460519553249239,0.0022909960685962654,0.008259409434325949,0.0003216208579814104,0.04840786904425918,0.0015221118426160145,-0.0034575486880311676,0.006583994807388269,11.368421052631579
0.003250817522248795,-0.0005499108494195059,-0.045163590466096526,0.0008460519553249149,0.0022909960685962667,0.008259409434325944,0.00032162085798140755,0.048407869044259186,0.0015221118426160085,-0.0034575486880311823,0.00658399480738826,12.0
