a,b,c,pmax,alpha,E,nu,h,theta_deg,x0_prime,y0_prime,time
,,,,,,,,,,,0.0
0.008088083226027965,0.008219263033574193,-0.08674446034677395,0.00937275122704871,0.005819625173328712,0.04405579724229288,0.000227527884497227,0.03662809611279497,-0.0004368409696794579,0.0035247794660476384,0.013678724545196119,0.631578947368421
0.008088083226027965,0.008219263033574193,-0.08674446034677395,0.00937275122704871,0.005819625173328712,0.04405579724229288,0.000227527884497227,0.03662809611279497,-0.0004368409696794579,0.0035247794660476384,0.013678724545196119,1.263157894736842
0.008088083226027977,0.008219263033574202,-0.086744460346774,0.009372751227048719,0.005819625173328722,0.044055797242292895,0.0002275278844972335,0.036628096112794994,-0.00043684096967944836,0.003524779466047647,0.01367872454519613,1.894736842105263
0.008088083226027965,0.008219263033574193,-0.08674446034677395,0.00937275122704871,0.005819625173328712,0.04405579724229288,0.000227527884497227,0.03662809611279497,-0.0004368409696794579,0.0035247794660476384,0.013678724545196119,2.526315789473684
0.00808808322602797,0.008219263033574198,-0.08674446034677401,0.009372751227048707,0.005819625173328726,0.04405579724229288,0.00022752788449722998,0.03662809611279499,-0.0004368409696794544,0.003524779466047644,0.013678724545196122,3.1578947368421053
0.008088083226027977,0.008219263033574202,-0.086744460346774,0.009372751227048719,0.005819625173328722,0.044055797242292895,0.0002275278844972335,0.036628096112794994,-0.00043684096967944836,0.003524779466047647,0.01367872454519613,3.789473684210526
0.008088083226027968,0.008219263033574196,-0.086744460346774,0.009372751227048701,0.005819625173328712,0.0440557972422929,0.00022752788449721475,0.036628096112795,-0.00043684096967945346,0.003524779466047641,0.01367872454519612,4.421052631578947
0.008088083226027965,0.008219263033574193,-0.08674446034677395,0.00937275122704871,0.005819625173328712,0.04405579724229288,0.000227527884497227,0.03662809611279497,-0.0004368409696794579,0.0035247794660476384,0.013678724545196119,5.052631578947368
0.00808808322602797,0.008219263033574202,-0.086744460346774,0.009372751227048715,0.005819625173328722,0.04405579724229289,0.00022752788449723695,0.036628096112794994,-0.00043684096967945,0.003524779466047641,0.01367872454519612,5.684210526315789
0.00808808322602797,0.008219263033574198,-0.08674446034677401,0.009372751227048707,0.005819625173328726,0.04405579724229288,0.00022752788449722998,0.03662809611279499,-0.0004368409696794544,0.003524779466047644,0.013678724545196122,6.315789473684211
0.008088083226027967,0.008219263033574193,-0.08674446034677398,0.009372751227048719,0.00581962517332872,0.04405579724229288,0.00022752788449723264,0.03662809611279499,-0.0004368409696794487,0.0035247794660476415,0.01367872454519612,6.947368421052631
0.008088083226027977,0.008219263033574202,-0.086744460346774,0.009372751227048719,0.005819625173328722,0.044055797242292895,0.0002275278844972335,0.036628096112794994,-0.00043684096967944836,0.003524779466047647,0.01367872454519613,7.578947368421052
0.00808808322602797,0.0082192630335742,-0.08674446034677402,0.009372751227048705,0.005819625173328712,0.044055797242292895,0.00022752788449722537,0.03662809611279499,-0.0004368409696794565,0.0035247794660476384,0.01367872454519612,8.210526315789473
0.008088083226027972,0.008219263033574188,-0.08674446034677395,0.009372751227048714,0.0058196251733287204,0.044055797242292874,0.000227527884497241,0.036628096112794974,-0.0004368409696794493,0.0035247794660476467,0.013678724545196124,8.842105263157894
0.008088083226027968,0.008219263033574203,-0.086744460346774,0.009372751227048712,0.0058196251733287265,0.04405579724229289,0.0002275278844972354,0.03662809611279498,-0.0004368409696794508,0.003524779466047639,0.013678724545196124,9.473684210526315
0.008088083226027967,0.008219263033574188,-0.086744460346774,0.009372751227048708,0.005819625173328716,0.0440557972422929,0.00022752788449722372,0.03662809611279498,-0.00043684096967945676,0.003524779466047642,0.013678724545196122,10.105263157894736
0.008088083226027965,0.008219263033574195,-0.08674446034677397,0.009372751227048708,0.0058196251733287135,0.044055797242292874,0.00022752788449721954,0.03662809611279498,-0.00043684096967945107,0.0035247794660476345,0.01367872454519612,10.736842105263158
0.008088083226027972,0.008219263033574198,-0.08674446034677394,0.009372751227048714,0.005819625173328725,0.04405579724229288,0.0002275278844972309,0.03662809611279499,-0.0004368409696794503,0.003524779466047649,0.013678724545196124,11.368421052631579
0.008088083226027967,0.008219263033574196,-0.08674446034677397,0.009372751227048707,0.005819625173328722,0.04405579724229288,0.00022752788449723714,0.03662809611279499,-0.00043684096967945503,0.0035247794660476397,0.013678724545196128,12.0
