channel,rmse
eXX_S1,754.2984886716403
eXX_S2,380.5473761477749
eXX_S3,471.43655749822244
eXX_S4,4511.249075061098
eYY_S1,892.2085592014797
eYY_S2,565.9215277986393
eYY_S3,331.24854547622067
eYY_S4,4003.6290852257357
eXY_S1,1017.0876816660376
eXY_S2,2028.8501041402492
eXY_S3,363.1089239344866
eXY_S4,2712.232977424582
eZZ_S1,73.20896029004882
eZZ_S2,111.05101116114969
eZZ_S3,76.39414188196513
eZZ_S4,381.9228430695287
