a,b,c,pmax,alpha,E,nu,h,theta_deg,x0_prime,y0_prime,Epsilon_XX_nanostrain_peak_abs_max,Epsilon_XX_nanostrain_rms_avg,Epsilon_YY_nanostrain_peak_abs_max,Epsilon_YY_nanostrain_rms_avg,Epsilon_ZZ_nanostrain_peak_abs_max,Epsilon_ZZ_nanostrain_rms_avg,Epsilon_XY_nanostrain_peak_abs_max,Epsilon_XY_nanostrain_rms_avg,Epsilon_XZ_nanostrain_peak_abs_max,Epsilon_XZ_nanostrain_rms_avg,Epsilon_YZ_nanostrain_peak_abs_max,Epsilon_YZ_nanostrain_rms_avg
216.09455903675763,49.14036569471318,227.68527602211734,2464030.580525052,0.5577673901603182,13140196965.413599,0.22858043126823704,4399.384501537953,24.20789619719485,24.246101077743333,18.923185134330424,4.276102384522172,2.465082934299749,3.9051324587541774,1.976876796077184,2.431441071519544,1.313782855488985,0.3340696973016596,0.1660693775106481,0.06283636840433489,0.0354844535594971,0.22468586632381213,0.12279693645093448
136.07683692106008,48.21414544469498,144.2798213993337,11990173.80877128,0.37268496191544176,20730599969.2253,0.3160409976462941,2954.2445522350095,-9.177105232667035,35.525104287667546,-400.29476192995975,6.55704878252271,4.003040370698313,3.785524490739467,2.2261219373129486,4.786247758043657,2.881697895899704,0.9222495095471713,0.5368071511077834,0.19792398934758906,0.1203287877979644,0.7064995933010841,0.43517237537335285
156.53621894775807,40.12169654127308,117.94653179414928,11580384.211227397,0.9519394005893378,15431627949.477425,0.2602983105018628,1735.15944830976,-0.8700906524882761,-477.3448352843414,-386.7825151130276,72.0118880724203,34.76829070404701,3.156683146071849,1.6593666332974906,25.932224074792043,12.649386974536531,34.014005581593366,15.681483232435305,3.663698792616947,1.772276832594297,11.547366419005515,5.657428170456427
219.25455033909867,69.00559220927188,284.2753560043981,5832972.849155735,0.7854609286861507,81664230875.33331,0.24156359883916217,4766.7268796761155,23.527658338343095,454.81656625032235,-241.40628452824836,2.9086378418068617,1.7783989455143547,2.563196378388907,1.473409179425399,1.7081910164086513,1.0360477590193244,0.2990482650801741,0.1321613794879588,0.0815194174607322,0.03600867469067296,0.15143021552067248,0.08502149232323482
243.65186922411024,15.286179346276295,118.80930825783895,10613506.014003383,0.6499008067667009,34642836630.65218,0.3344055719454553,741.1280458130021,-10.355901772337617,-264.04526459939666,227.95238315739448,84.12055452925807,37.21433052167932,15.59380960636622,8.462050359301955,33.32028395561589,14.748093815773261,6.7377383133103335,3.9980349789925045,2.275441978690867,1.0057390309705683,31.082526304600297,13.71697174267101
151.66277002844288,19.626710528925514,189.29732795360923,17814178.82117692,0.7887588648102923,55699305076.397705,0.24749531180826834,4087.444026600115,-3.432402920817591,-123.70432141996565,-380.4419937578898,2.6568833040241637,1.5892085468057762,2.0172347697108237,1.1982835902768427,1.5409008645953788,0.9187622153905008,0.29388496791085045,0.13593110320313595,0.062097885558186655,0.029129058271516715,0.15885895566134753,0.09799329347109643
84.82758775362566,33.77881055844159,267.1106493966773,12760849.46580285,0.3921986498753467,12304328010.355448,0.30559542091960246,3748.5051204574315,-5.954738636183073,244.53443034659256,-234.03887030580313,5.687942752942585,3.5084452852900876,4.669045089516521,2.5235621409975284,4.566001330669521,2.6506122453909255,0.6768497298101934,0.3212476493675954,0.1989625056777575,0.09089453384976813,0.454407390847844,0.2669472536379984
144.01141914051954,52.137144354634444,175.6126895680552,16921581.705516107,0.2510894475147036,66431866043.89175,0.24421003841863798,757.1131511252961,-28.229731221585478,-409.92355256402357,189.049479888272,108.08669988347181,47.78635110831701,27.98393692941546,13.71340797775933,24.208579910996836,10.727400101922074,22.38422124954487,10.948005773281672,4.725296693981923,2.0866602401029013,32.607221130010785,14.389953089465221
192.66244422740436,76.0173390121654,102.81660931269658,6995710.438661653,0.8550590640796165,56615707180.61526,0.2381106221810405,3571.397970845017,10.434123273561895,-435.78128685912657,-198.46143206078858,4.577786166569306,2.484112847502778,3.533510479894974,1.821716212928286,2.5434896732637857,1.3482804209289736,0.9206127198346727,0.41083334721711773,0.14936655316298275,0.06821946475369926,0.3038581330540005,0.17935646162573154
145.91125389171765,98.5511079727701,160.5898348623171,13819542.543242073,0.8118011285788771,75799858367.70277,0.2327990249632455,2008.934627604196,27.572529149572773,364.0846513095124,-50.06712173173173,31.960291174355465,18.916879550383705,23.234376251798633,10.576191224514094,16.77086230995169,7.990766739502943,13.76357222652649,6.094421618873911,3.5892975690106077,1.584550066124147,4.92385105290734,2.6168222772020164
220.33768733712606,76.62305307496776,71.39452819150692,8924626.811130121,0.339577561208771,2013744329.154468,0.34652992918024705,1397.4945724702352,-29.818749935158735,299.6412362890263,-278.4824688452336,201.1632262283866,117.50288451781431,101.65190084034342,44.9540724302266,88.13308683517202,45.175618681969816,132.71961551011833,59.72758378116987,20.39772797615735,9.08368086621092,38.55071116489,21.405252262066572
239.6482877082951,38.399043019142965,64.78306370062535,6262864.908593316,0.9581435462554178,10598804837.13254,0.21159515525531697,4122.6614167558855,-23.351025379638973,91.59986437251746,-237.53451183608428,6.780388829466175,4.089146840418792,5.64036497992131,3.1149699947764864,3.3440254244802823,1.93621397879943,0.4763684189655894,0.2938194399261817,0.1257197219420474,0.06753871162259148,0.39508821405931493,0.23340832206637105
174.23012787259523,77.7680150609038,148.75182932219565,3670360.3525293935,0.6244481560936578,54906041029.64456,0.3077104406092481,3106.9126262753553,26.66570002209304,448.27504537151094,-345.54810077443614,2.4708835111712086,1.4351315955189983,1.5723758597203432,0.8907666176017058,1.6631806730066596,1.0310142140153564,0.5512148446174213,0.24345422287929913,0.1317722853085662,0.05819751811676636,0.25147257184449967,0.1454020729212784
146.57776933918592,29.948404947458435,152.19739199262713,6679649.816356674,0.2887858023891035,94639937757.32455,0.23336779573738825,1258.3701168742846,-25.740734516427594,-135.35986848609383,-97.53534493358808,4.824211677950867,2.2535372964643776,1.4932586617550745,0.6648221719775883,1.3862870092025195,0.6121008716858884,1.217379710812687,0.6663732202222931,0.17615940280738818,0.08041151871483168,0.9967897611830774,0.4439768770949869
150.0867456453581,61.14496105544101,210.63492899275673,19369290.34424772,0.46405158162021687,91648288786.47372,0.3289670357723034,638.0650707402061,11.087085459237109,153.4173905152145,-315.12753197391595,49.64571726550025,29.756877889070527,71.72176430536794,43.60437821002761,11.070367392262105,6.89586709485242,53.93487813681937,25.659724137846567,0.23310406896040342,0.1373211784906161,1.2102765563371582,0.6043110664682219
68.48244967280328,35.358902715959786,237.509078092101,19667590.97170384,0.23673056733197692,19606017521.382988,0.329203636868845,2238.0373201338048,22.035279836105325,489.1736316161994,-173.31091992700192,7.0214663738624745,4.080294998893312,4.425718620773876,1.9557331629067074,5.125364306810274,2.7527040080183913,2.9506463989384577,1.308622093225235,0.7468794845453862,0.330113109134356,0.9759011235493211,0.6062289359368699
86.21716311467466,11.777481704318012,145.2244330977063,10186557.453105979,0.9606277789533753,69568272802.14122,0.29068440508138155,1774.9240092869913,22.440915987698943,-348.21007363244325,-286.75804801272534,2.697343534762106,1.318379584081223,0.4087718540931678,0.18489884864382372,1.2708823095912845,0.6001559561332799,1.0124018620453785,0.4489890713884341,0.10715367627056306,0.04818789236187733,0.4639881549813257,0.22347997963120933
177.22963308086497,85.02244216928021,176.82271293249886,16399413.176614698,0.9107330514690704,19218757104.77366,0.21566976361024554,581.4085724324625,2.647758718463777,-35.7320374883555,-474.36167216736465,921.0555101734157,523.6634000627424,1391.3535684107337,816.6450835707982,132.08901507103997,82.2260593669415,802.225428861856,409.50649474301827,8.77631975812703,4.509593957850681,26.071310235523082,15.586621895400022
